category,text
Positive , Padam vetri pera valthukal         - sk anna fans
Positive , Pink remake. Thala ipadi awareness movie la nadikarathu happy.
Negative , I'm think so megaakash is rajani  is daughter
Positive , Innum padame release agala sila adhibuthisalinga ippave flopnu katharamechutanuga
Mixed_feelings , Enangada power rangers mega zord fight la varthu 1:37
Positive , Dai naan Thalapathy fan da...Yenda ipdi bayamuruthiringaSathiyama solren intha padam Bigil ukku tough kudukkum pola
Positive , Thaliver dress costumes....summa alluthu....Yaruppa costume designer.....
Positive , Sir plz realese telugu also sir plz plz
Positive , ippo vara padam ellam verum buildup matu tha.  appuram #mokkaya irukkum......
Mixed_feelings , Vera level Thala kannula kovam nerupu therikudhu
Positive , pakka action  pls deepavali  realise
Positive , Brilliant !!!! Thalaivaa !!!!!!!!!!!! Semma mass !!!
Positive , OMG... Pakkka mass... Vera level... Thalaivaaa... I love u...
Positive , 4.2 million views in 3 days with 267k likes
Positive , Apadi Elam Nadakadhu Nadaka kodadhu .
Positive , Idhuku siva kumar sira kupdama vittutanga
Positive , Yaarlam padam crore club join panna udane pakuringa
Positive , RGV movie lo BGM s ela untundo ala unnai
Positive , all time super star rajinikanth sir
Negative , Trailer romba mosamaayirik  Konjamkoodi maassillay and me dislike
Positive , Luv Uuuuuu ThalaaaaaaaaaaaaaaSouth Indian Ruling lion AJITHKUMAR 🤙🤙🤙🤘 Haters
unknown_state , saavardha irundhalum sanda potu saavanum saar. Bigil ah solra madhiri iruku waiting for bigil vs kaidhi
Positive , Ippuru Narayya Narayya Narayya Narayya Narayya THALA  Fans Like
Mixed_feelings , Trailer pakara apo kanithan movie feel varudhu
Positive , After making video of Super Star avatars........ Anyone...
Mixed_feelings , 6 th standard payan edutha Maari irukku Da Padam.
Positive , Thalayada visvasam eppovamai thalaivaruku DHAn hope all friends
Mixed_feelings , One day aachi petta trailer innum trending la varala.? Petta trailer review lam trending la vandhuruche
unknown_state , Bgm semma nu soldravanga like poodunga
Mixed_feelings , Dei Vikram ku trailer mattum nalla pannuvanga da.Ana Padam mokkiya irukum.
Positive , Like - NKP Comment - Vijay 63
Mixed_feelings , Thalaivar daaaa. Pakkathula evanum nikkamudiyathu daaaa.....
Positive , Hit Like If you Like 3.0`s role in 2.0 movie
not-Tamil , బొక్క లాగా ఉంది ఈ ట్రేలర్ ..  శంకర్ ఈ మూవీ కూడా రాడ్డు పెట్టేలా ఉన్నాడు...
Positive , Pakka pink than... but action jaasthi... but pink than enakku pidichuruku
Positive , Vjs fans hit likes
Positive , Action kingg arujn.   I love you thallaiva.   Talapathi.  Kuda Eppa act. Pannuveengal
Negative , Chitti talks english like illiterate person🤔
Positive ," Confirm Super Hit, BlockBuster...........  George Frame ke Padam pichikkum....🤩"
Positive , Dislike pandravan odi poidu kolla gandu la iruka like ah potu savaduchuduvan
Positive , Veraa level thala ungallai adikkaa aluuu illaa thalaa
Positive , Yuvan bgm ... Ajith sir just rocked....
Positive , Thalaivernna naama super Strdahan pinnittaru trailere keddha irukkunna padam vandha vera leval
Positive , Ivaruku vayasu aagudha ilaiya ...  evalo energy ....happa verithanam
Positive , Namma Thala Fan's matu lyk podungoooo
Positive , Thala eppavum pengalai mathikara gentleman  avaruku aptana role
Negative , Movie super but manju varrior verry boring  Manju
Positive , Ipo nama Ena panna porom sweet saapta porom lol
Mixed_feelings , Sorry 2 say dis...nowadays karthik beats surya...actually karthik ku nariya characters suite  agudhu
Mixed_feelings , Nariya comment bigil ah illa kaidhiyanu varuthu ana Ella commentlayum like entha padam vaikurangalo athu tha majority ah iruku
Positive , Graphics semmaya irukku better than endhiran
unknown_state , Like comment pirika vandam athu nala illa. Kaithi na like um bigil na comment. Entha mari poduvatha niruthunga.
Negative , periya hero nu nenapah      Yenna pakereh....         Unah than
Positive , enga thala evlo porupaanavar engalukku perumaya irukku.thala suppeerrrr ....
Positive , Trailer pakka vanthavanga vida  comment pakka vanthavanga  Like pannunga
Positive , Yebbaaa... Padam paathitu vanthu trailer paathaalum... Innum pullarikuthu
not-Tamil , Last movie tumba esta aituu . E movie na  ಕನ್ನಡ dalli release Madi sir please .from Karnataka Fans
Negative , Irukku namakku vera level enjoyment irukku  Trailer eh summa therikka viduthu
Positive , #Bigil Trailer Pathutu #Kaithi Trailer Pakkavanthavnga Like Podunga
Negative , Yen da na comment pana mattum evanum reply panamatringa?
unknown_state , GO HEAD 5MIN -------------- 64K  CONFIRN TMRW TRENDING
Positive , Viswasam super movie next this movie thala fans like
Positive , Twinkle twinkle little star rajini is the superstar dhooollllma
Positive , 821k likes  74k comments  13.25million  Views super
Positive ," Now watching fans like pannunga ,"
Positive , Mass na adhu Thala dhan
Positive , Kandippa Vera maari iruka poguthu thala oda carrer la best mve ah iruka poguthu
Positive , yaarukum adangaatha ajith groups oru like podunga
Negative , Kelatu Kungi ajith avan poola seppu santhi sotta thala
Positive , Anna neinga vara lavel kids yalariyum atrack pandrainga.enum neinga nariya movie la yangala atrack pananum
unknown_state , Any Makkal selvan VJS fans here
Negative , U1 u r not a human being
Positive , sankar manusanea....ilanu nirubichataruenna mandada sankar sir ku
Positive , Ethir patha alavukku Illa.  Ennum ethir pathen. But trailer LA kattama movie LA kattalam
Positive , Mass petta pongal .....  1995 Batcha Pongal   2019 Petta Pongal
Negative , Thalaivaaaaaaaaaa <3 <3.... Marana Waiting..... Tharamana Sambavum <3
Positive , Super    Mass Maari
Positive , Sema last line than marama masss
Positive , Wooowwww semma maas maaasss marana masss waiting thalaivaaa baba rajini
Positive , BGM terikudhu. Yuvan bgm la U1 dan ya. Valimai expectation inum adigam aagudhu after watching this.
Mixed_feelings ," Thalaivar munnadi Thalapathyum illa thalayum illa, thalaivar thaanda massu !!!"
Positive , thalaivaaaaaa marana kaattu intha school pasangaluku kaatrom.....
Negative , Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa
Positive , BGM adungamaru movie la vara maariye iruku....ada ore music director uh
Negative , Background le visuvasam bgm maathiri enaku mattum than kekutha ? 🤔
Positive , Dei yen da porama patu dislike podduriga
Positive , Unmayana serapana sanbavam paka porom
Negative , ennathu paakurathuku chinnapayana dai ungaluke konjam overa theriyalayada🤔🤔
unknown_state , Sam C. S  Background Musica Therika Vittrkarnu Nenaikiravanga Like a podunga
Negative , Enna da idhu Viswasam bgm uh potrukinga!!!!
Positive , Thumbnail na paartha saaho MERI iruku
Negative ," Indha trailera paathutu entha Tamil movie teaser, trailera paathaalum mokkaiyaa than iruku. Hit like if you agree"
Mixed_feelings , enga viswasathukku munna ithu email ellam onnume kidayathu
Negative , It's been like Ellam Avan seyal
Positive , Kadaisila oru aelavu PURIYALA . 🤣 SUPER TRALER
not-Tamil ," Telugu trailer yeppudu vastundhi Anna .........Rajini sir.... style super .....  ,"
Positive , Malaysia trending No 1 da. Thala Masss
Positive , Enake Petta  Nalake Kota Veravel Alaporar Thamel Natai Petta Parake   Thalaivar Na Sumava Masssss
Mixed_feelings , Yennakku yennamo indha padam deepavalikku pattasa parakka pogudhunu thonudhu
Positive , Rajnikant And Akshay  Sir Hit Like Button Share Movie
Positive , Jai super star Rajinikanth sir Akshay Kumar sir and the genius Shankar sir
Mixed_feelings , idhu Hindi movie PINK oda remake pa. adhula amitab bachan and tapssee act pannirupanga
Mixed_feelings , Ayyo wait Panna mudiyale.yennathanda panni vechirikinge
Positive , Summa sollakudathu number 1namma rajini sir mathuyhen vanduruisu Marana mass AT&T than tanks young ka na thalaivar
Positive , Ayo ummmma avanu thouch pana mudiyaadu thaliva
unknown_state ," thukku dhura, poi thukku sattiya thora"
unknown_state , 10 Times Mela Paathavanga Mattum Like Podunga    Petta Parak
Positive , Nan padippa vachi vyabaram panravan illa
Positive , Thalaivaaaa mudila Shankar sir ena ethu a
Positive , Apadi Elam nadakadhu  nadaka kodadhu.
Negative , Vijay maari Amma kaal la poi vilak koodathunu sollama sollitaapla Karthik
Positive , Editing seriya panala bha.. jump shot la rope theriyuthu.. paathu konjam seingha...
Positive , Velraj sir cinematography Vera leval
Positive , Twitter pathutu nera inga vanthavangala like my comment
Positive , thalavaaaaaaa u superr vera vera level thala
Negative , Nejamave vayasanalum unga styleum azhagum ungala vitu pogala .... Thalaivar different range la Erukaru super ....
Positive , akki paji n rajni paji fans like
not-Tamil ," Hai manju varier , adipoli ki......"
Positive , Naan rajini fan illa.. But can't wait. Our old vintage rajini
Negative , Trailer liye full story solitanungge.... thala kaga mattum padam pakka poravangge .... raise your hand
Positive , This man never gets old
Positive , Trending No.1 in srilanka.... Thala fort thlaaaaaaa...
Mixed_feelings , Eppaa sami.... Ivarukku vayase aagatha....Enna energy.....enna style... Eppavume Ore star Namma Super
Positive , Trailer mokkaya irukku but bgm sema U1 anna
Positive , ayyo vera level a iruku ayyo
Positive , Ennaya Pull arikuthu trailer Pathaaa !!!!
Mixed_feelings , suriya fans hit like .. payback time
Mixed_feelings , Dhanush na vea mass than eppuvum
Positive ," Thala Da ivara minja Evanda aaa??? 28,6,2019, pm 5 ,15"
unknown_state , Basha rajini a pakka yar ellam aasai paduringa hit like here
Positive , Super Trailer PINK Movie vida naala irukkumnu ninaikaran
Positive , Lokesh kanagaraj fans hit like
Positive , Rajni sir & Akshay sir
Positive , kaala movie la thalaivar kalakitarru  petta movie la pattaiya kellapaporaru
Positive , Stlye king Thalaivrrrrr back Diologue elam semma...rajini veriyanukana padammmmm
Negative , Pls Hindi trailer sikirama podunga paa... Friendsku ellarukum katanum
Positive , ALL THE BEST Best wishes From KGF KING ROCKING STAR/ NATIONAL STAR YASH BOSS FANS FROM KARNATAKA
Positive , hindi version dekho ye h link
Positive , Verimaran  and  dhanush makes best pair
unknown_state , Eh eh eh r and a new
Positive , Paaaaaaaaaaaaa paaaaaaaaaaaaa paaaaaaaaaaa paaaaaaaaaaa........ woooooooooooow wooooooooooow woooooooooooooow woooooooooooow woooooooooow
Positive , 2.0  3d ah ...? Yes or no ...?
Mixed_feelings , Bigil avathu mairavathu book pandra Sanga tamizhan.. Trailer and VJS dialouges Bangam
Mixed_feelings , Enna thaa nalla movies vijay sethupathi pannaalum iron man a vachu senjatha marakka maatan
Positive , Arjun sir kaaka padam ethir pakkalam.
Positive , Ajith ku correct ah na movie ya nu therlaa mass irkathu pola
Positive , 50 times mela pathavanga like me
Positive , Mass thala  yuvan bgm
Positive , Aiyo aiyo no words ...poda poda karthicku ennada panirka ..onnala onnum pana mudiyathu da ....
Positive , enga valka muraiya sollra Padam Da ippadi  ku oru girammathan.
Positive , I am AP but I am..AK .. rumbha fan....
Positive , Thala ajith telugu fans hit like
Positive , 762 k likes reached aairuku pangalingala adichi thookalamaa thagida thagida thagida thagida ‍‍‍‍‍‍‍‍‍‍
Positive , Cmt fst we need 100k cmtsssssssss
Positive , Neenga trailer.. Pakkama irupingalaa.    .     .never
Positive , Repeat mode Hit Like ...
not-Tamil , Na moral se tiver um brasileiro aqui curti
Positive , Sema mass ah iruku...  Dialogue super ah iruku Thala
Mixed_feelings , 0:16 ku U Certificate overah illa...
Positive , Rajinikanth ishtam vj sethupathi ishtam nawas villianum ishtam
unknown_state , Yevalo Peru vijay sethubathi kaga trailer paka vanthenga like panunga
Mixed_feelings , Oru chinthamani kola case manakkunne underr
Positive , Romba naal kaluchu ajithu mass video pakaren... Vera level...
Positive , Veraaaaaa level allways thala gethu thaaaa..... Cmts eh 74k
Positive , Late aanaalum nalla varanom .vandaaa mudichidanom
Positive ," Sathiyama  ithu ajith pada trailer ah.....Kevalama iruku vera level la yethirpathen ,,,, disappointing"
Positive , Semma thalaiva nega than next tamilnadu  cm super Marana mass.....
unknown_state , Trisha trailer la oru scene dhaana !!
Mixed_feelings , தல போல வராது.... Waiting viswasam trailer
Negative , Movie vetri pera agila India ramarajan fans sarbil vaalthugal
unknown_state , oru vela paruthiveeran jaila irudhu release aagitaro
Negative , Padam pakanum pola iruku... kasu keta amma serupala adipan soltranga....
Positive , Thalavi va national award ready pannuga pa
Positive , Ner konda parvai release ku waiting
Positive , Vikram Fans Hit the Like Button
Negative , Idhu epdi da trending la vandhuchu..
not-Tamil , Are Telugu lo kaavalraa ayyaaa meeku dhandam pedthaa
Positive , 2.o vs Zero 2.o - like  Zero - Comment
Positive , Thalavai nee vera lvl Thalaiva 🤙
Positive , Paka thana pora Inda kaliy to atatha
Positive , Ready 2 get Nxt Oscar Award... Thalaivaaaaa...
Negative , Kerala Thalapathi fans hit  like
Positive , Ennada trailer eh Mersal ah iruku
Positive ," semma trailer, Pudhu muyarchina parattanum Kora kandu pidikka kudathu"
Negative , R u a virgin thala sama looj
Positive ," Nice, aana Trailerlaye paathi padam vanthachi"
Mixed_feelings , Anna veera maassu maranooo love you Thalaiva
Positive , Thala va thala paka masss lvu thala
Negative ," ivanuku yengeyo macham irukuthu. Veedu Po po, kaadu va va koopitaalum ivar pogamateangararu. Wicked vachi thannai youth ninaikiraro 🤔"
Positive , All the best sar I am karnataka
Positive , Talaivaaaaaaaaaaaa I love you Marana mass 100%  trailer
Positive , Thala neenga yappati nadichalum naanga paapom thala
Positive , 720 la vachu pathe 360 la pakura maari iruku
Positive , Nerkonda paarvai vetri pera valthugindra thalapathy rasigan
Mixed_feelings , Enka Anne velayutham Anne Mari Vara mudiyyuma
Mixed_feelings , Irumbu thirai mari semma padama iruku pola
Mixed_feelings , Idhu rajini padama lla subburaj padama
not-Tamil , Rajni jhaatu aur uske fan choot maarike
Positive , Irumugan 2 mathiri irkku... Anyways spr trailer   Katta waiting
Positive , Kolle gand le irrkinge.... Super mass dialogue
Negative , GO GO GADGET... HELICOPTER MACHINE GUNS!!!!
Positive , Trending la enga da kanom podunga da  trailera
Positive ," Vaa thala vaa, super"
Mixed_feelings , Dilli Karthi Anna fans hit like  here
Positive , Kannu sokkudhu.... Ada 10M views seekiram vayya... Seekiram vayya
Positive ," Idhu Pothum Engalukku 1month Intha Botha Irukkum Engalukku,   Thala"
Positive , Thala just mass action ila best marana mass action movie daaaaaa
Positive , Thalaa thalaaa thalaaaa always thalaaaa fan da
Positive , My channel vanthuttu ponga Apdiya subscribe pannittu ponga pls support
Positive , Endha spr hero trailer la na paththadhu edhukuna Yuvan Bgm &  Arjun sir mass kaga mattum dhan
Negative , Bots Epdi Vela Seiyuthu Adei Sunpictures  devidiya baiya
Positive , Mass thalai va nenga vera level
Positive , GV Prakash ...... Bgm ka baaap ......
unknown_state , Looks likes sethupathy 2 waiting movie mass sa erukanum vjs naa
Positive , Thala naa Mass  Thala naa Class
Positive , Kaithi trailer super      AND Bigil teasar kaha marana Waiting
Mixed_feelings , Sk dhillu than abhey deol kudu nadikarathukku
Positive , 10 varusam ah Ulla irunthen nu thana sir theriyum athuku munnadi yenna pannennu theriyathe...
Positive , Kan mun nadakum thappai thatti ketpavandhan hero super lyrics
Positive , Dai vijay fans irudhaa chinna payalukala irupinga pola
Mixed_feelings , Video quality 1080 la vechu parunga Vera level
Positive , Manju chechi fan from tamilnadu
Negative , 0:43 Viswasam oda Slow version bgm mari Liteah Eruku
Negative ," Hahahahahahaha now you tube is now fire.., chiti 2.0 loaded"
Positive , Who  else liked the dialogue  sirapana tharamana sambavangala inime thaan paaka  Poringa like podu
Positive , Repeat mode la Paathutu iruka. Thalaivar Enery chance eh illa .pongaluku sweet sapda porom.
Positive , Adraaaa adraaaa adraaaa... Innum trending #1
Positive , Marana mass ...  Thala  fans like here
Negative , Enga da vijay sethupathi ah kanum
Negative , Anil Kunjugal Kadharama Irukuradhuku Ore Theervu Arali Vidhai ai  Araithu Sappidu vadhudhan
Positive , Thalaivar Marana MASS .... Super  Rajinikant Rocking
Positive ," Ithu, Hindi movie 'pink' remake pannathu."
Mixed_feelings , Pandey ku acting varala . School pasanga nadagathula nadikara adu madiri iruku pandey Voda acting. 1st film apadingaradala mannichu vitralam
Positive , Yean mass uh enna nu theriyaadhula
Positive , Trailer marana mass nu solravanga like pannunga
Positive , Super super Super
Positive , Padam First day 1 show Pathavanga Like podunga
Mixed_feelings , Podu thakida thakida !!! Thala
Positive , Super munadi veyra yedumay Ella. .
Positive , Infinity times pathavi nga maatum like podunga
Positive , Thrutu pasaga  yada TAMIL CENEMA  manatha vagurega. Logo  copy Krish movie pa
Positive , SK Anna fans hit like button therikka vidanum
Positive , 13 milion views kondu varanum
Positive , ayyooo thalaivaaaaa I love you  wow ??? awsomeeee
unknown_state , Waitingggggg lokesh kanagaraj and karthi sir
Negative , Mokka padam Thampy ninka thirumpa Vijay tv kke poka vendiyathu than
Positive , Starting romba scenu but paravala.... Nice....
Positive , Late a vanthalum Latest a varuvar  Thalaivar
unknown_state , Vijay sethupathi fans  hit like
Positive , Good movie I like it (Vikram staly every good)
Positive , Super Hero Sivakarthikeyan fans like pannunga 🦸‍🦸‍
Positive , Panday um vanthitara cinima ku... Thala mass da
Positive , Idhula yaar ellam pink movie ya parthu irukeenga
Positive , Padam fulla whistle adikanumna adhu indha padam dhan.
Mixed_feelings , Very disappointed .....Looks like cartoon movie....
Positive , Tamil cinema vera level ahhh movie edukuranga
Positive , visuvasam nelama . pakka mass entertainer
Positive ," Nawazuddin Siddiqui, pavam oru nalla nadigana kodumai padutha poringa  sad sad"
Positive , THALA vera level  THALA veriyan da
Mixed_feelings ," Oruthar meala neenga viswasam katrathukaga inoruthara yen asinga paduthiringa ,,,,,,,,,puritha guys purinjavanga like panunga but sema mass"
Positive , Thala ajith super movie 2019 ini vereoru level ayirikum thala ajith
Positive , Thala vara level Thala pola varuma
Positive , 1.40 sec   Thala Kola mass
Mixed_feelings , First poster pathutu nalla erukathunu nenachaen but trailer nalla eruku... action king plus
Negative , Power ranger megazord niyabagam vantha hit like
Positive , Vera level daaa Thalaivar Chancey illa Nadippu thaan Ivaroda kalam
Positive , Thala Vera lvl luv u thala
Positive , Vayasu analum inum style matum pogala
Positive , Thala naan erukan unaku every 30 mint ku comments Panna
Positive , I'm die hard fan from Sri Lanka
Negative , Kevalama iruku....yepo ne iron Man ku voice kuduthiyo apove una veruthutan promise ah un movie lam paaka maatan
Positive , I am waiting mar an sir
Negative , Music bgm a big let down not like kaala or kabali
not-Tamil , द बेस्ट द बेस्ट द बेस्ट ऑफ बेस्ट
not-Tamil , Best cinema after bahubali... Jai hind.
Negative , Haters r barking in this cmnt sectionnee yenna vena sollikaaakatharikaaaThala thala taaaaannn
Positive , Dai yenna daa padam edhuthu vachu erukinkaaa otha vetrimaran ahaa adichuka ale Ella pooo
Positive ," Ethu vera maari irukku 2.0 group, best wishes"
Positive , Thala ajith marana mass. Mammootty fan
Positive , Nawaz Bhai and VJ Sethupathi fans hit like!!!!
Positive , Vera level thalaiva ... Mass kellam MASS
Negative ," Im thalapathy fan , Thala massa act pannirukaru......naturaly hair style nalla irukku.....thala nalum massss"
Negative , It looks lik Hindi movie ek villan!
Positive , ultimate star
Mixed_feelings , Sethupathi anna va  powerfulla  kaatala nu naan matum thaan feel panrana
Positive , Neenga ieuka vara neenga matutan SUPERSTAR ungala minja evanum porakamudiyathu neengata thirumba porakanum
Negative , Gommaale haters appidiye vandhu Mandi pottu oombungadaaw thevudiya pasangalaa...
Positive , Acting king  🤩🤩🤩🤩 waiting thalaivaaaaaaa
Positive , 1.20 Yaar elam pathinga enaku oru aasai song singer ah
Positive , Trailer Marana mass ah irukku and the dialogues sema
Positive , Yaru ya ivaru vayasa agadha age stops for rajnikanth
Negative ," Most like pottavanalam namma சொட்டபதி பேன்ஸ்  than ,"
Positive , oh my god..........movie sekkiram release pannunga pa
Positive , Viswasam teaser ku wait pandravanga hit like
Positive , Ha ha verithanam thalaivaaaaa verithanamaaana w8ing.....
Positive , Yov pande nee enaya panra inga
Negative , Ennada ajith fans. Comments lam periya level la ilayae viswasam madhiri ...Bulb vangunungala🤣🤣🤣🤣
unknown_state , Yarellam  #bigil promo pathutu varenga  Hits like
unknown_state , Yenga Viswasam 135k Comments  Unga Petta Verum 34k than
Positive , Vera level thala ne va thala
Positive , Super super super super super super...........
Negative , Last tamil subtitle yaaru rewind panni padichinga like podunga
Positive , pongal rece la yaru win pannuva? like petta comment viswasam
Mixed_feelings , Looks very good....vaa thalaiva vaa !
Positive , Intha trailer kku wait pannuna  Vijay fans Oru like pannuga
Negative , 1:55 aduthan ella pakkamum thuppaki irukku la appram edukku sutti sutti sudureenga
Positive , vera leval thala I like super
Positive ," Rajini kanth fans like , subscribe and share"
Positive ," Makkal SELVAN ,na suma va    Mass"
Negative , Comment section leh anils vaire erenji katererange 🤣🤣🤣🤣! Poi vere edetele umbe*ge! Iteh thala koteh! Enge trailer
Positive , Dislike podurave avanga amma ellam SILUKU da.
Positive , 2.5k dislike ah.... Mentally challenged konjam per iruppanka pola
Positive , Enna panna poram... Sweet sapda porom
Positive , Diwali ku Tharamana rivalry irukku ...naa thalapathy fan but trailer semma worth...kola mass...
Positive , Trailer la marana kaatu kattitangah  Get Rajinified  By THALAPATHY FAN
Positive , “Orutharu mela ninga viswasam katradhukaga innorathuru yen asinga paduthiringa” mass thala ninga
Positive ," What an amazing star casting,  super starukkitte modhappovurathu  sariyana aambalakkoottam...."
Positive , Neraya neraya neraya wait seiram thala
Positive , GV Prakash + Dhanush + Vetrimaaran = Better Quality
Negative , dei youtube mairu 1cr views trending la vai daa
Positive , Ipdi neraya neraya neraya neraya neraya....
Positive , A r rahman fans hit like here
Negative , Dai  potai vetri maran unaku  night  thavira pagala  edakathriyadha
Positive ," 2.O, ULTRA BLOCKBUSTER, LIKE IF U AGREE, 🤘🤘🤙"
Mixed_feelings , Konjam porunga Vishwasam trailor varatum appo therium yaaru gethu nu
unknown_state , 0:30 jesse pinkman maari irkundravan mattum like podu
Mixed_feelings , Daii pink padathula fighta varathu AJITH DOES NOT SUIT AMITA BACHAAN
Positive , Deepavali nov6 but engalukku nov29 dha deepawali
Positive ," enna style, enna speed masss thalaiva...."
unknown_state , Ullalaa and marana masss video song release pannunga please 🤗🤩
Positive , super star na aathu thalaiver mattum tha vera evanu kidaiyathu petta pongal petta parak
Positive , ONE WORD : MASTERPIECE  THANKYOU SHANKAR SIR FOR VFX TREAT
unknown_state , Ena story nu guess panna mudiyala
Mixed_feelings , Dislike pandravanga elam rajini sir ah parthu poramai pidichavanga....
Positive ," Thaliva semma ,,,dialogue vera leavel"
Positive ," Marana mass ,Chiyan Vikram gr8 acting"
Negative , Nalla thanda irutha eduku da intha sambavam
Positive , Namba kitta Kaddu iruntha eduthukuvanunga rubba iruntha pudingikuvanunga ana padipa mattum pudnga mudiyathu  Dhanush dialogue delivery
Positive , Vijai seathupathi kaaga naa padam paaka povaa!!!!!!
Positive , Thala fans alrumkum nar konda parvi number 1 tniring varnm
Negative , Rajesh m.selva engada ennoda thalaivan name  Vikram
Positive , To Haters: Ungalukku comfortable ah illana neenga kanna moodikkalaam..
Positive , Daii H. Vinoth nee enga da iruka aiyoo dheivam da nee
Mixed_feelings , Ethuku siva ku intha vela nu nenachen ana trailer super ah iruku
Positive , Thala powerful performance neraya neraya neraya neraya.
Positive , Podu podu podu .......vathalai va vaa vaa vaaa
Positive , That Climax Dialogue...Padippa MḀṮṮṳM Namma Kitta eduthukka mudiyadhu
Positive , Vikram sir u looks absoulet great
Positive , kaidhi deepali ku semma treat irku
Positive , Thala ajith nerkonda paarvai awesome verra level
Positive , Like pottutu trailer pathavange .... Hit like comment
Positive , AjiTh FanS Ku AjiTh(A) #RajiniFan irunthu solrapula LasT Dialouge...
Negative ," Kali jattiyode janury 10ku  odapora ,"
Positive , thannam pikkayin sikaram eppothum enga thala thaan
Positive , Ajith Sir semma  By thalapathy makkal iyakam  Rasipuram
Mixed_feelings , Inthe movie pink movie veta record pannumnu solravanga like po2ga ak fans comment pannuga
Mixed_feelings , Like pottutu thaan trailer paathen.. Semma mass trailer
Positive , Dei ipo ithu ena pana trending no 1 varum....
Negative , Ena da trailer evolo nala ah iruku
Positive , FDFS poga poravanga ellam like podunga
Positive , Seems like it’s gonna cross Pink.
unknown_state , Teaser pakradhuku munnadi cmnt pannavanga like podunga
Positive , ULTIMATE SUPER STAR THALA AJITH KUMAR
Positive , Dislike podradhuke YouTube pakam vandha thalapthy fans like aa podu
Positive , Sk on fire.... SK fans like bere
Positive , Trailer pudichivange like pannugu..  #Thala
unknown_state , Who is best movie Diwali? Bigil movie LIKE   Kaithi movie. COMMENT
Positive , Marana Massssss..... Love you Thalaiva.
Negative , 10 timekku mela pathavangka like pannungka
Positive , Again and again........    Watching......
Positive , Poggaloooooo....Pongal... Petta Pongal...... Petta parak .parak .parak
Positive , Thala I love you Thala Semmaiya iruku    trailer
Positive , Ellam seri thaan... Aana antha last shot la back dive ah nenacha thaan lesaa nenju valikara maari iruku
Positive , thala thala than mass marana mass
Positive , Trending #2 Ku vandhaodana trailer pakaravanga like podunga
Mixed_feelings , Ellam ok but kadaisila antha fight scene vachiruka koodathu
Positive , Paka thana pora intha kali oda  atatha
Positive , Paaka smart Aana hero ila but tallent irunthaa poathum jeiklaamnundrathuku example dhanush tha
Positive , BALAGI SAKTHIVEL SIR SARIYA PORUNTHIRUKARYAA POLICE KARARA
Positive , Kaapan movie ha idhu clash Pani irundha kilinchu irukum asith pundai 🤣🤣🤣🤣🤣🤣🤣🤣🤣
Positive , Thala bgm Vera level U1 I love u
Positive , Padam parthutu trailer pakuravanga  like pannunga friend's
Positive , 2020 Diwali valimai thala Diwali 🥁🥁
Positive ," Double Agent,  C Vik &  ലെന"
Positive , Comment la ellam kudutha kaasuku mela sombu thookuranga
Positive , Thala dialouge delivery + Yuvan Bgm vera level
Positive , Back to paruthiveeran karthi..making la  kaithi best...
unknown_state , Vijay sethupathi sir Iam big fan telangana plz release in telugu
Positive , Tamilaa's ippo podapora like le ulagame thirimbi paakanum da thalaivar all time mass nu theriyanum.
unknown_state , Camne bole trending kt malaysia? Yg dri malaysia like
Positive , Onakku ithellam set agala.. Thambi siva..
Mixed_feelings , Chenna pasangala ormma poi vilyaduka  world mass opening coming
Positive , 0:47 goosebumps bgm thala + yuvan
Positive , Thalaaaaaaaaaaaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa
Positive , Pakka Mass irukkaru Thalaivar  Poglalukku Confirm Thalaivar treat tha
Positive ," Iyoooooo marana w8inggg thalaivaaaaaaaaaaaa,,,  indha alavu oru padathuku w8 pannadhu illaaa thalaivaaa,,, ommala yennaiku orae superstarrrr dhan da"
Positive , Dei dislikers vayiru erinji saavunga da
Positive , Trailer kola mass padam meratti utturum
unknown_state , I want yuganiki Okkadu part 2
Positive , Samaa superrr thala machans oru like podungha
Positive , Pakka mass trailer thalaivAaaaaaaa......pinnitinga ponga.....alluthu......proud of u thalaivaaaa........
Negative ," Awesome but Prakash Raj is not perfect, jaga pathi Babu is best"
Positive , Trailer na  ipdi irukanum!!! Maasssssss
Positive ," Tamil Movie Hollywood Range , pearumaya irukku"
