category,text
not-malayalam , Lalettan aka Ittymaani - super duper fantastic bombastic superlastic...
unknown_state , Dislike adichavarokke  ith okke kanditt engane dislike adikkaan saadhikunnu uvve
Positive , Teaser kandappo itrakkum pratheekshichilla traler supsupsupsupsupsuper cinema pwplikkum
unknown_state , Ippom itharalum kannan vanno vannavar like button adichooo
unknown_state , kalaparinju sheenicha karshakanu ini visramikkam
Mixed_feelings , pulimurugan style aakan vazhi und.. palayidathum athe colour tone kanam.... enkilum vaishakilum ikkayilum oru pretheeksha
unknown_state , Ithu oru thivasam konde 1m adikum
not-malayalam , King Raja Fans want some Mutton Biriyani hahahaha
Negative , adhyam 9 polinju 8 nilayil ini next ithum poliyum 9 nilayil
Positive , Ithu oru padamayirikum action orupadu vyethasetha ulla oru film ayirikum.....
unknown_state , Last climaxil oru dialogue und ... baseere...nee ente chonna shaddi kanda.....
not-malayalam , 117 k likes  17 k views  YouTube gottt  hanGed #Rajaeffect #Rajareturns #Madhuraraja ...
unknown_state , E chitram vijaykkum ennu urappullavar Maathram like cheyyu
Mixed_feelings , ethentha lalettan thanneyano dout akunnu
Positive , Njan oru lalettan fan anu.. pakshe ithu polichu... ikka super
unknown_state , Vishnu avatharam Narasimham vannu .. Ini veranullathu avanaaa Kalkiii
Positive , Mammooty  Avasaanathe aa run hentammo.. GOOSEBUMPS...
unknown_state , story writer sajeve pilla yude name  ethilonnum evideyum kaanunillallo..
Positive , Katta ikka fan aahnu anaalum A10nte padavum A10neyum ishttam Katta waiting for ittimaani first day first show
not-malayalam , Vada - superb   Love from Tamil Nadu
Positive , Oru mohanlal fan aaya njan   katta wait cheithu irikuna mamooty de filim...
unknown_state , minister raja (raja part 3 ) enn moviek katta waiting aakunnavar like adiku
Negative , Dislike adicha thanthayilla thayolikal aaranaavo ..murugane theerkkum ennu paranju nadannavar aavum
unknown_state , Trailer  kiduve........ ikka fans adi makkale like
unknown_state , Nalu bengaligal nalu sidum manuvari ital therunathe ollu ninta japan
Positive , Last ikkede varavum ഡയലോഗും  mass
Positive , വിജയാശംസ കൾ  nerunnu.. 333 film magic. Film channel
Mixed_feelings , Kilichundan mambazhathile... Laletan dilog parayana pole
Positive , Nalla oru film anuuu ellavarum poyi kanu....
Positive , Mohanlalinte ee film engilum hit aayal matiyaarinnu...maduthu odiyente kuttam keettu keetee... Kaata lalaetta fan adi like
Positive , Lalettan fans like.  Super movie ikka muttwanu
Positive , Malayala cinemayude idhihasam mammookka happy birthday Mammookka
Positive , Ikkkaaa katta mass trailer pwolichu .....eniyaaanu masss katta waitin
unknown_state , Face of shahid kapoor . Arjun reddy malayalam kaanunnu
Negative , Dislike adikaan vanna para naarikal pinne enthina ith verthee kaanunnath
Positive , Prithviyude voice modulation.....oru rakshayum ilya ponne....  Kidkaachi trailer Stylish paranja itha aanu makkalle
Positive , Ith  ndh manushiyana ith mass anno kollamass anno atho vere ndhelum anno romanjam pongunnu ambho
not-malayalam , Mohan lal sir superking nagarjuna fans
Negative , 33k kurugal kanunnylllle dislike🤣🤣🤣🤣🤣 duranthngal pyaavam lavanmarude pramughanu youtube views illathente sangadam aavum
not-malayalam , Mammookka.. you are young
unknown_state , Katta waiting  adi macha like
unknown_state , Cast\r Mammootty \r Unni Mukundan \r Prachi Tehlan \r Siddique \r Achuthan\r Anusitara\r Iniya\r Kaniha\r Tarun Arora\r Suresh krishna \r Manikuttan\r Sudev nair\r Manikandan
Positive , avasaanathe superman punch ath kalakkki ente ponnu ikka love uuuu...........
Positive , Vineeth sreenivasan ennnu kanda pinne onnum nokkanda padam vere level ayirikkum
not-malayalam , Release date
Positive , Pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari...!!
not-malayalam , 7 days to go for mamangam.
unknown_state , Ikka trailer inganeyanegil padam engana polikkum ikka
Negative , Enna koora padama . Mamooty ullond kandirikam . Nalle boradiikkuna padam sthiram kadha
unknown_state , Avan varum samharathinte avatharamaye avan varum
unknown_state , Mammooka fans  ivide come  & like adii
Negative , ithpole oru kidu trailerinu dislike adikkana myrroli mammoonni fansin naduviral namaskaaram(ella mamooty fansinem udheshichalla....chila choriyanmaare udheshich paranjatha)
unknown_state , trailer kandappol kanan kuduthal excitment undayi enullavr like adi
Positive , Marana mass waiting for mamankham
not-malayalam , Uff... again....AGE IS JUST A NUMBER #Mammukka
Positive , Ettan da 6million views L.... M..wood mohanlal
Positive , Laletta negal namde muthanu ine vere arkum vitukodikila malayalikalude sothanu lalettan.
unknown_state , Naanundu I am a katta laalettan fan
Negative , Ithu oru tamil/Telugu style padamaayi poyaallo dialogue and bgm oru gummillaa
Positive , Comments vayichppo oru karyam manasilayi.... Ethu njagade LALETTAN ANN
Negative , Dileepine polullavare thangi nadakkunnavarude padam kanathirikkuka.. Preshakarkku pullinte vila polum evar nalkunnilla..
Positive , Trending ayy..ini viwesum likesum Anu vendath
Positive , Malaya cinema abhimanikkunnu ingane oru nadane kittyathil.....Wish u a very swt & hpy bthday mammooka 🥡🥡
Positive , Mammoookkaaaa polichadukkiii katta waiting nv 21
not-malayalam , Spoiler alert# odiyan is not mohanlal. Manikyan is Mohanlal. Villaign is odiyan.
Positive , Onnum parayanilla enna parayana lalettane enik vayya
unknown_state , Ivde like adichavar avde poy dislike ADI.. avde like adichavar ivde vannum dislike adikku.. sangathy onnu kozhukkatte..
unknown_state , VERSION 2.0 ALLAYIRUNO???IPPO ANGANE 5.25 AYIII.??
not-malayalam , Still in Trending #1.... Mamangam... Ikkaa.. We r waiting ....
Positive , Heavy trailer uff 0:14 bgm and ikkante performence
not-malayalam , Like from Madurai (Tamil nadu) ....
Mixed_feelings , first adam jon trialer pole ndaynu .but bgm kidu
Mixed_feelings , Ithiri late aayalum prithviraj koodi venamayirunnu
unknown_state , Gimitt fans like adi guhan... Fans karayu... Gee gee
unknown_state , Nalla padam..... Ini trailer eppozha vara??? 🤔🤔Kathayum manassilayi Mammukayude entriyum kandu
unknown_state , Trailer 2 il kooduthal tavan kandavar like adichea
not-malayalam , Tollywood - Bahubali  Kollywood - 2.O Sandalwood - KGF  Mollywood - Mamangam
not-malayalam , Dislike butten are stoped....still running for like butten....ettan effect...
Positive , Bgm + ettan + dialogues + fight  = romanijification
not-malayalam , Model school terror school ever... In tivandrum...
unknown_state , Youtube hang ayo views update akunilallo
unknown_state , Pullu
unknown_state , Thala Ajith Kumar viswasam  Intro
unknown_state , E padam polikkum annu thonunnavar like adikku
Negative , Vamban hope chaidu vannadellam potti polijatte olle
unknown_state , Aaa motta thalayanta aduth nikkunnath Rajuettan alla🤔
Positive , Lalettan fan but aa lastle chadeet oru pedayille polichuuu
Negative , Trailer undakiyarithi valare mosham ann. Ith kanumbol enik oru feelum vannilla.
unknown_state , Onnil kuduthal tavane kandvar arokke und
Negative , Ee thadiyanano nammale kunjali marakkar aayi abinayikkunnath ??? Prithviraj or Mammootty cheyyanda role aanu
Positive , Ettante records pottikkan ettan mathrame ollu inn malayala chinimayil
not-malayalam , Ikka    is  bled
Positive , Dislike adichitt karyamilla makkale ith alu vereya
unknown_state , Freezerinullil 5 minutolam ninnal polum maravippanu. Oru Mc donald's crew.
Positive , ethu type roleum ettante kayil safe aanu... sambhavam kidukum... fans show bookedettan uyir..
Positive , Wow ikkaa mass  bgm pwoliii   katta Waitinggg #Abraham
Positive , Swargatthil ninnu purathaakkappetta daivatthinte swantham maalakha polichuuuuuuu LUCIFER waitingggggg...........
Positive , Nte ponnu rakshyillaa
unknown_state , Like ethrayayee enu nokan  vanavark special like adikanula stalam...
Mixed_feelings , Ayye preteekshicha atonuletta trailer.. Valya tarakedila
Negative , Aye kuura trailer oola padam chali mohanlal*************
Positive , Mammookkaa polichuuu hvy trailer katta waiting
Positive , Malayalam cinema innevare vannathil vachu ettavum mighacha trailer
Positive , Superb trailer from lalettan fan ....ikka polichu
Positive , Raja de randam varavini kodi kayaran ini kurach manikoorukal mathram.....idikatta waiting
not-malayalam , All india  level movie
unknown_state , Enne pole ee trailer slow modil ittu kanda vere aarelum undo
Mixed_feelings , Ethu santhathikal vannalum. Pulimurugante thattu thanu  thanne irikkum
Positive , Enntta surajetta Super oru rakshaum ella
Positive , Oru mass heeroye kitti mone kitti
unknown_state , puli murugante  set. eppozhum  lalettan  chunke  deeee
unknown_state , Neerali lifetime views...  800K V 29K likes 1.9 K cmnts
Positive , Trailer pole naalla story undayal mathiyarinu
unknown_state , Rajaa Pokkiri Raja... Adar meesha Raja Makkalukku raja...Sen Tamilum pesuvaru... Angalayum pesuvaru malayala thaymozhi than bellari Raja
unknown_state , Adutha 100 cr ennurapullavar adik mone like
Negative , Ethonnum mohanlalnu cherilla
unknown_state , Ennum  vannu 5 pravsyam kanuvar ivde vaaa
not-malayalam , #MEGASTORM IS COMING #MAMANGAM #MEGASTAR #NOVEMBER 21ONWARDS!!!!!  WAITING!!!!!!!!
Positive , Mammukka ishttam  padam pwlikkane .....!!!! Bzlee nammude mammukka pwlichu daa
Negative , Dislike adicha Lalettan hatersnulla adi avate ningalude likes...  Trailer vere level... Murali Gopi Mass.. Like Prithviraj too..
Positive , Ente ponno lalettan oru rekshaum illa  ഇടിക്കട്ട waiting
Positive , Star cast ile N F Varghese sir inne undayirunangile lalettanta kudey poliche adukiyene lucifer movieyile
Positive , I love Lalettan and prithviraj...prithviraj always admired him.. Ithu polikkum.. Alla pinna...
unknown_state , Views ethraaayi enn nokkan veendum veendum kaanunnavar like adikkeda
unknown_state , 3ble bullseye kodukk ... 10k piller und
Positive , Lallettaaaa pwlichu maranna massss triller .you are the only king in mollywood  Triller ishttapettavar like aaddikkaddaaa
Positive , Lalettan oru vigaram mathram alla nammude ahangaram aanu....
Negative , Ithinekkal valiya romanjifickation trilor aaaayirunnu villan ...ennitto padam 8L pottii idum anginethanneyaavum ....laletta ingalu maaarikkoluuu pillleru kalikkette
unknown_state , ettante filim pole ikkayude filimum super hit akanam enne agrahikkunnavar like adi
Negative , 24 k naarikkal eee cinema dislike ittu avanmaarku thallu kodukkuvan agraham ullavar like addi
Positive , Sathyathil abhinandanagal ariyikkendathu Prithvirajinanu. Thakarthu kalanjallo muthu
Mixed_feelings , Itthu Pokkiri Rajaude athava Pulimurguan ennte 2 aam baagamo.
Positive , Supperb ikka pwolichuu..ikkaa swoth baaki ellaam myr
unknown_state , Like ipozhe idaruthu trailer vanna shesham idam ee perunnalu mani sir kondpokim
Negative , Eeee paheyente sthaneth..Mohanlal annn 70am vayesill Eee padem cheythirinnenkill....edukam..pallikatilekh. Lal ettane..allenkil dehippikam..
Negative , Ullath parayallooo sidhiq ozhich bhaakki elllaaam chali actorors.... Enthaaavumooo enthoooo.... Comment nookiii... fayankaram ennu parayaan eee trailoril onnum illlaa...
not-malayalam , I  am from Uganda & die hard fan of mammukka....
unknown_state , Traileril PrithwiRaj ne kandavar aarokke?
Positive , Surajettanum subin ikkayum polichu  sesham screenil
not-malayalam , 100k likes and 700k views within 1hr
unknown_state , Nostalgia valiyoru marketing product aanu
unknown_state , Telugu trailor kandit ithu kandavar aarelumundo.. ?
unknown_state , Ariyaalo she is vare lavl  katta waiting ikkka
Positive , Idikkatta waiting... Othiri thanks prithvirajinu...njangalde ettane
Negative , Dislike adicha pannikale Theater il kanada
not-malayalam , 1000 CR movie god  f u c . m ...
Mixed_feelings , Enik pulimurgante scnd part ayita thoniye
not-malayalam , GOOSEBUMPS Guaranteed  IKKA Fans like Here
not-malayalam , Sub +like >< sub + like
Negative , Muriyandikal pannikuutatam pole thurimezhukuvansllooscenes are rememmbering pulimurugan
Positive , Ho my god... Soooooooooooooooooooooooooooooooper... Dislike adicha pottimaanikal chankupottychaakum
Negative , 6.7k dislikes adichaa ooolanmarellam angott maaarininnnu mongikko
Negative , Mammokayude unda varunnu an kaliyakiyavar kedo.....unda verum undayala thokkil vediunda yamanasilaya  mammookaye kaliyakunnavare
unknown_state , Ee Saturday Padam  Kodi.  10 days = 100 crore
Positive , Poli oru rakshayum illa pakka hvy  Ithu blockbuster adikum ikka marana mass aane
unknown_state , Adipoli.... Morning 180k likes ondarnath ipol 120k ollalo.... Entha ikkafanse ithu???!!!
Positive , Ammo Porichu.... Ithu kidilan
unknown_state , A10 nte oru marana mass guest role aarokke kandu
Positive , Lallikkka polich eee...kanditum kandittum kodhitheerunnnillla...ante vismayameeee
unknown_state , Tovino kku Rahul Gandhi ayitt similarity thonniyo...
Negative , Ouru Lúcifer erangi athe polle thanne enni kore padomm erakuum myrreeee
unknown_state , cattepoya ninde chettan cheguttan lasaralla lusifarmatan vannalum raja cup konde poku
Negative , ayyoo mohanlal sangiallleeeee... poyi chawada kalla cummi a
unknown_state , Unniyettan first ..jayettan fans like podu!
unknown_state , Virus trailer kande evide vannavare undo
unknown_state , Arekilum sradicho trailer Erangia divasam 184 Likes undairunnu.pakshe Eppo Engane kuranju🤔.
not-malayalam , 18/11/2019⃣     is anybody here
not-malayalam , Wow from tamil nadu sarey kola massu
Positive , Hammme poli lastathe aa scene kidu... Frames
Positive , Ettan fans Ethra per ee padam kanan pokum Ettan ishttam
Negative , Naaanavum maanavum undoda ooolakale trailer verunathinte munb Thane degrade cheyaaan.
Negative , Apo athum potti .. aaaa pratheekshayum poyi
Positive , Uff ijjadi item romanjam ikka fans like adich polikk
unknown_state , Average padam....2nd half thalli neekkan petta paadu
not-malayalam , Seems to be an interesting movie ikka
Positive , Mamookade kore naalathe flopkalk shesham oru predeeksha ulla chithram  Ith pwolikkum #haneesadeni
not-malayalam , Once A king always a king
not-malayalam , BEGINNING OF THE OIL ERA IN DUBAI (HISTORY)
unknown_state , Ethu njan etho English cinemayil kanditundu.... Peru ormayilla.
Positive , Ertti madhuram on ikku's bday..god bless ma ikkuhappywala bday ikku
unknown_state , Dislike koranjallo...athum njgal mammooka fansinte auto disliker aanennu para..
Positive , Njan oru lalattan fan anagilum...... raja maaass akum..... urappppuuu.....
unknown_state , Christianikal kidayil oru peru L U C I F E R
Negative , Katha manasilay Tv il varambam kanam
not-malayalam , What did happen to Cheramana Perumal Tajuddin?
Positive , ithaanu A10...hatersinte vaayil adichu kayatiya adaar item...Lusifer
Positive , Chechi kaanaan Vendi maatram keriyavar... Lyk adichit pokaan marakkalle.... Chechi ishtam
Positive , Romanjam ikka predhikshichadh pazham kanjiya but kittiyadh biriyani powli...
Mixed_feelings , E padam pottan chance undu....TIYAAN movie orma varunnu...murali gopi alle script....kandariyam
Positive , Anna Ben Performance Vera Level
Positive , Katta waiting  Perunnal pole aaai ee divsam  Ikka minnichekkene
Mixed_feelings , Enn a polle ethraper  prarthikunnu ettante jodi  manju avalle enn
Positive , Sound  modulation  Indian cinimayil mammookka athu kayinje vere aarum varathullu..
Negative , Ufffff..ejaadhiii..lalettann rdjile edjelum oruu svene e jenmam vheyaan patilaa..trailer kandd karayunundaabumm ettan and ettan fanss
Positive , Ee onam njan ingu edukkuva.... #Lalettan
Negative , Kavya film company perinu Oru gummilla...
unknown_state , 6.8M kazhinjal record views aanttaaa
Positive , Padam kand kilipoyitt ivede vannavar undo...      What a movie....
Negative , Ithu dislike adicha pookavadi makkalodu onne parayan ullu
not-malayalam , Like 104k    Views 17k ???????
Positive , Adipoli set move ayirikum .....a10 thagarkum
Positive , Njan oru ikka fan alla  Pakshe ente romam vare ezhunnett ninnu apaaram
Negative , Dislike adich kali makkale.....  Athre ninneyekkekond pattu....
Positive , Mammookka look and diolouge uff... Oru rakshayum illa
Positive , ente ponnu....endb item aaan...he he ....ikkka...romanjjjjjjj
unknown_state , AKSHAY P R  bhavi #nadan nammada #chunck 0:21
Positive , 1:39 .... bhaaki ullarakh ath punch...njangal wwe fansin ath superman punch!!!
Positive , Theatre baaki undayal mathiyarunu...ente laletaaaaa....ingal vere level aanu man
unknown_state , Mammokkade pillerk vendiyulla like button
unknown_state , Ikkaye kanan vendi mathram trailer kandu..
Positive , Ente mammooka ninghale mass alla  Marana massum alla  Pakshe ninghal kolamass aanu ikka
unknown_state , Ennikill Oru 10 like ikkaye istamulvar please
Negative , Vyshakinte pagill ettal egane ya views thonne kittuka valiya chanalil alle edendathu luciferne pole
not-malayalam , #LUCIFER IS    #MAMMOOKKA FAN
unknown_state , Govt school pillar ku like adikkan ulla place
Negative , Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!
Positive , Dileepettaaa...last dialogue Karayippichallo... .5 second  Lalettan kazhinja dileepettan aanh full senti
Positive , KATTA WAITING...   LIKE CHEYYYYY
unknown_state , Njan matramanoo trailer il prithviraj ne kandanthu. . . .  Kandavar like adiche..
Mixed_feelings , Camera work kolam Bgm set onum athra pora
Negative , Ithrem dislike adichavar malayalikal aagan vazhiyilla
Positive , Ith nice aakum..  sure aanu
Positive , Ethu polikkum makalle. Our king is back
unknown_state , Evde Asif Ali Evde... Kandavar indo?
unknown_state , 5 minit koodumbo views koodunnundonn nokunnath Nan maathramano
unknown_state , Padam moonjiyathinu shesham ethra peru vannu?
unknown_state , Mammookka fans TVM undengil Like adi.
Positive , Laletta Ie thanne njangake vendiyirunnathe nigale egane kannane njangake ishtam
unknown_state , Eppola video song erangunnathu katta waitingaanu
not-malayalam , Mohan lal fan from tamilnadu
Negative , Angane 70 vayassulla vridhan schoolil ethiyo?
unknown_state , Ithil mammukka guest roll aanenn ethre perkk ariyaam
Positive , Enta mone ikka vere level   Lalettan fansinte abhivadyangal
Positive , Awesome  . lalettan mind blowing Raju kidu snap
Positive , L 2 LOADING KATTA WAITING LALETTA
Positive , Sunny chechiye kanan Vannavarkke like adikanulla cmnt
Positive , Theaterukal origiko June 16 house full perumazayayirikum
Negative , 🤣🤣🤣🤣🤣🤣 tovinok  nadakkoola  eee pani   police pani  cherunnilla soundum dressing onnum
Positive , Ikka hvy  vere lvl trailer
Negative , mmale naattil degradarsinu oru kaalathhum kammi undaakilla...athaan nammala naadinte main shaapam
Negative , Kuthiyirunn dislike adikkand
not-malayalam , WATCH THIS SURE EVERY  KARIKU FANS WILL CRY
unknown_state , Mammunny avide 5million kond erikkuva
Positive , Lalettan ithu thakarkum.... Prithviraj great job.....
Positive , Mammukkayude kude raju vettan venamennu aagrahikkunnathu njan mathramano..
Mixed_feelings , Nalla story aanel vijayikkum trailer average
Positive , ikkadae pullarkk like adikkanullaa nooll ninga adicholi padam kidloviskii
Mixed_feelings , Padam oru horror movie akkamarnnuuu kaanunnavar koodi pedikanarnu
Positive , entha ....pariya      ikka polochu
Positive , @1:13- aa car’nu vare oru charivu kando...  ethu pakka lalettan padamane...
Positive , Nammude mutth veedum vannu polikkum muthe
Mixed_feelings , Friendship dayikk oru cake medichu kodukk #fresh fresh...
Positive , tovino mass avum ennu urappullavar ivade come on
Positive , Lalettan fan anu  Ikka poliyanne.  Full support
unknown_state , Padaaam oruuu variety annuuu annnuuu tonnuunnavr like adichaa
not-malayalam , 173 k likes 173 k views
Mixed_feelings , Trailer kollam  Amita prateeksha venda
Mixed_feelings , Oru nanmma niranja film..kurachu lag und ..
unknown_state , Ikka allande aarndeda ingane okke
Negative , Kandu padik shree Kumar menone anugal film direct cheyunath
unknown_state , 0:53 il prithirajije kandavar adi like
Negative , Ith polathe oombiya trailer njan kandittilla patti okki surajinte appante soubinte pooru
unknown_state , Ikkaane ishttapettavar enta channel subscribe cheyyuka
Positive , Ith malayalam movie thane ano ijathi making
Positive , Best Actor
Positive , Lalettan fb live vannapol paranja vaakkukal ellam sathyamaakunathu pole
Positive , Raja  come back katta waiting
Positive , Ente ponno  kidukki   Rajueattan 🤩 fans nte vaka ellaa vidha aaashamsakalum nerunnu.
unknown_state , Ethra viewers aayi ennu nokkaaan vannar adi like.
Positive , Ente rajuvetaa..Enthina njangale ingane romanjam kollikkunne
Positive , Dileepettan jailil pokatha oru padavum ippol irangunnillaaa... Irangunnathokke super hitum
Positive , Idivett sugunan.. 0:14 kandavar adi like.. #ikka daaa
Positive , Long live ikka  Long live ettan  Long live Malayalam movie
Positive , Adipoli   adipoli  adipoli  super
Negative , Padam onnu eragikotteda pahayanmare appalekum chelakkan kuthirikunu ororthanmaru.. Onnu poyinada..
unknown_state , Akkanae Kanan Wait Cheyunnavar Like Adichit Poo
Positive , Pakka mass film...lalettan
Positive , First Veiwum Likum adikkan Ready Aayi nikkunathu Njan mathram aano🤘
Negative , ethanoo trailer kandapalla enta ammoo bhodam poyi padam moonjiyaa
Positive , Ente ethra kali ne kandittundu... Eee odukkathe kali koodii NE onnu kaaanu... Laletttaaaaa
Positive , Madhuraraaja kandu super adipoli ellarum kaananam
Positive , Spadikam thott ullata ee amma makan combo
Positive , Raja tittle ulla mamootty cinemakalellam super aanu 100%
Positive , adipoli     s
Positive , Camera man
not-malayalam , is the #MaduraRaja Official Teaser #Raja🤩#Mammookka #April12Release
Positive , Polichu laletta lalettan fans like adikko
Positive , Enta ponna.... laletta. Nigal masalla marana masss
Positive , Pwoli trailer  BGM vere level  Ithokke kandal mathi ithil ninne manassilakkam box office poorakkadal akum
Positive , Awesome
Positive , This looks like... Thrishur pooram.
unknown_state , Ee videokk sheesham tovino fan aya arokke und🤚🤚
Positive , Chunk alla chunk edippanu lalettan like addicho makale
not-malayalam , Waiting for the big budget movie Marakkar Arabikadalinte Simgham
Positive , Annum Innum Ikkayude Bthday nnu vachal nammal malayalikal ellarum oru atbudama...   Vayasulpade tettate malayalikal parayan  Matethu nadanundu inganoru pretyekata  #Ikka
Positive , Ikka fans mathramalla ettan fansum undu...Box officeeee Chaavaan thayyaraayikko ...Mamangam
unknown_state , Ee Movie 1st Show Kananam Ennu Aagrahikkunna Ethra Per Ind ' Eattan Fans Adi Likes
unknown_state , 1st day thanne movie kaanan aagrahikunnavar  like button adich pwolikku
Positive , Ikka fight lu ottum pinnilottu ninnittillaa...ikka maarakam
Positive , Lalettane vellan Indian cinimayil arum ellllaaa...
unknown_state , Ee sinimayile mandatharam kand pidichavar mass
Positive , Ithu 100 core klubil kerumennu urappullavar like adilk
not-malayalam , tamilla daping seithu vidunga da nalla padama irukke
Positive , MadhuraRaja blockbuster aagan Madhurey hero Vijay Fans ente Aashamsakal....
unknown_state , Canadakk pokan irikunavar ivde like adik
unknown_state , 10 nil kooduthal trailer kandhavar like adi
Positive , Ikka yude fitness at this age...vere level
Positive , Mamukayude bramanda thandavam njan kande.... adipoli
Negative , Trailer erangan 1 manikoorinu munpae  3k dislike...  Nth tholvikal aano ntho..  kanditu vilayiruthu suhurthukalae.
not-malayalam , Nalla parungada trending no.2 la thaan iruku
unknown_state , Aghu madhurayil ninnum keralathilekk raja varunnath chumma povan alla
unknown_state , Vijay annan : ivane eni valaran anuvadich kooda.. Ivanum naad rakshikkan thudangi..
Mixed_feelings , renddunda oru venda.
Positive , ഒടിയൻ polee avilllaa urapppa     lalettaaa pwolich onnum parayanillaa
Positive , Trailer aaya engane venamEthrem kandapole film kandolan vayya
not-malayalam , GLOBAL ICON THALAPATHY FANS WISHES MAMOOTHY
unknown_state , IDI movie orma vannhavar adi oru like
Positive , Athoru valiya kadhaya mone...paranju thudanghiya ori paththu nuppathu kollaththe charithram parayendi varum.....uff ejjathi.ikkakatta waiting
Positive , Enda ponno mass padam i like it mostly
Positive , LastE one minute romanjification....    ente laletaaaaa....
unknown_state , Zayed masood und enn arinj trailer kanan vannavar like cheyyuvo
Positive , Rajuvettandhe direction vere level aayirikkumennu trailer kandappo manasilayi...#romanjification
Positive , ande ponno kili poi trailer kanditt
Positive , Oru rekshellaaaaa  thakarppan Pwoliii item
Positive , vandiyil vanu iragana scene oru reshayam illaa  bgm
not-malayalam , POWER OF MEGA STAR
Positive , Ittimani kanaan arokke plan ittu.katta waiting
Negative , Enth potta trailer aanu... Chumma mass ennu paranjittu karyamilla.... Trailer verum waste. Cinema enkilum nannaya mathiyarunnu
unknown_state , Realistic thanne porallo namukk Edakk mass varatte  Tovi
Mixed_feelings , Teaser undakkiya manekkedu theerth Poli Vijay level ilott povatirunna matiyarunn
unknown_state , Pulimurugante kurachu scene copy adichu nice aayittu
Positive , Ithaan ikkane megaaastar aakith Ikka uyirrrr
Positive , Malayala cinemayude charithram mattan deric abraham june 16 ethum
Mixed_feelings , Padam polikkum.pakshe bahubali pooloru padavumai compare chayyatheda mandanmaare
Positive , Engane ulla filims venamm..kooduthal mass onnum venda... Simple but powerfull..
unknown_state , Triple strong kkaaar okke evideyanavo?entho?oru vivarom illa?
not-malayalam , SC @yousef.khan  ....add me :)
Mixed_feelings , KGF nte oru feel kittya poole
Positive , Appo booking eppalannu start aavane 🤩🤩🤩🤩
unknown_state , Climax koodi kaanichirunenkil padathintey review parayarunnuu
unknown_state , Dislike adichavanmar kku vere pani onnun ille avvo
Positive , Lal ettan fans evide adik likeadutha hit loading aann makkale
not-malayalam , summa athruthilla mammokka...  tamil fan....  ungale romba pudikkum
not-malayalam , bhai mza aajayega dekh kat great movie
Positive , Marana  mass  ikkkaaa
unknown_state , Christ nagar il padicha piller ivide like adi...
Positive , All the bst mamukkaby katta lalettan faan
unknown_state , #1 karikku kondoyi ketto. Sed
Positive , Mass Ennu paranjaal patoolla kola mass aanu Lalettan and Prithi
Positive , Ikkayodu muttan inniyum valaraanund palarum 🥰🥰🥰
not-malayalam , Waiting... waiting... waiting... waiting.... waiting.... waiting... waiting... waiting...
not-malayalam , Still trending no. 1 after 4days
unknown_state , Ettan anthannu kandallo ettan fans hit like
Positive , Ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk
not-malayalam , 50 k likes in 40 minutes
Negative , Dislike cheytha ellaa poorimakkalkum naduviral namaskaram
unknown_state , like  mammmukkka  fans frm  mangalore
Positive , Sunny chechi ullath kond cinema jayikum
Positive , Onnil kooduthal like adikunna option undoooo
unknown_state , Lalettante margamkali traileril kanan wait cheyyunnavar undo?
unknown_state , Unni mukudan fans hit like
unknown_state , Trailer Varumbol Loke Adikan Nilkunavar Evide like eduuu
Positive , Nalla movie aanennu thonunu.....vineeth sreenivasan undallo....
unknown_state , trailer ippozhe manassil orupaad thavana kand kazhinjavar like adiche...
Positive , Mammookyde oru padavum fdfs kndttla.. ith FDFS locked
Positive , Above 250 cr collection kittum ennullavar ivide come on
unknown_state , Brand new Bmw il vannerangum ennu pratheekshichu
Negative , Ei padamonnu erangikkottay athenu mumbay ningalu thallallay
Positive , Pulimuruganae polae kidu bgm venamayirunnu.. katta waiting..
Positive , Urakkam nashtappettu  Ith pinneyum kaanan thonnanu
Negative , Ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele
unknown_state , Promo viedeo engana kanua arelum paaratu pls
unknown_state , Ente ee comentinu like illaathathu aarum tharaathathu kondalla  Comment hang aayi nikkunnatha
Positive , പൊളി ട്രെയ്‌ലർ ലാലേട്ടൻ & പൃഥ്വിരാജ് This deal is with the devil.... Pwoli.... Can't wait....
Positive , Oru rakshayumilllaaaaa  katta waiting for the movie
Positive , marana mass Lalettan  From Tamilnadu
Positive , Aamaye vellathil mukkikkollunna inam.  Hareesh kanaran rocks
Positive , Good Luck Prithviraj And Lalettaaa Pwlichekkane...
unknown_state , ente channel onnu subscribe chayyammo
Positive , Mamookante scene oo romancham a scene matram njan vindum vindum kanunu
Positive , Kidukkaaachi trailer machoooo ...  Katta waitingggg
Positive , Mammukka chumma vann ang kond ppyi
Positive , Njan kandthan padm but onum koodi kanan thonun.. Ellrkm koodi onum koodi fans show vach poyalocalicut illor evde
unknown_state , Sayico aya villian avale pranayicha villlain..
Negative , Unlike cheyyunnavark ennte ഹാർദ്ദവമായ നടുവിരൽ namaskaaaaaaram
Positive , Adi kapyare koottamani.....box office chattu....mammooka konnu....
Negative , Dis like adichaa ellavaarode ettanode vedaaa  murugaaa nee theernadaa
Positive , Last superman punch pwolich. Ejjathi item mamookka kidukki
